order_id,delivery_person_id,age,rating,order_date,order_hour,day_of_week,month,is_weekend,is_peak_hour,weather,traffic,vehicle,distance_km,restaurant_name,city_zone,festival,multiple_deliveries,actual_time_mins,estimated_mins,delay_mins,is_delayed,delivery_cost_inr,efficiency_score,on_time_pct,cost_per_km
ORD000083,DP0486,20,3.7,2023-01-10T00:00:00Z,18,Tuesday,January,0,0,sunny,medium,scooter,13.83,Taco Town,South,None,0,39.3,34.7,4.6,1,85.31,100,0,6.17
ORD000084,DP0021,27,4.6,2023-01-10T00:00:00Z,21,Tuesday,January,0,1,sunny,medium,bike,11.36,Burger Palace,West,None,0,31.3,30.2,1.1,1,71.88,100,0,6.33
ORD000085,DP0462,30,3.9,2023-01-10T00:00:00Z,21,Tuesday,January,0,1,windy,low,bike,4.99,Rice Bucket,East,None,0,21.8,21,0.8,1,50.17,100,0,10.05
ORD000086,DP0410,19,4.8,2023-01-10T00:00:00Z,22,Tuesday,January,0,0,sunny,low,bike,8.66,Curry Corner,East,None,1,28,26.9,1.1,1,62,100,0,7.16
ORD000087,DP0431,23,4.7,2023-01-10T00:00:00Z,23,Tuesday,January,0,0,rainy,medium,scooter,6.4,Curry Corner,North,New Year,0,35.2,30.6,4.6,1,63.63,100,0,9.94
ORD000088,DP0208,33,4.1,2023-01-10T00:00:00Z,23,Tuesday,January,0,0,sunny,medium,scooter,4.91,Sandwich Stop,West,None,0,19.1,17.8,1.3,1,41.64,100,0,8.48
ORD000089,DP0124,31,3.9,2023-01-10T00:00:00Z,5,Wednesday,January,0,0,sunny,low,bike,7.61,Spice Garden,West,Navratri,1,29.4,31.8,-2.4,0,67.21,100,1,8.83
ORD000090,DP0017,26,3.7,2023-01-11T00:00:00Z,5,Wednesday,January,0,0,rainy,medium,bicycle,6.43,Sandwich Stop,North,None,0,30.6,36.1,-5.5,0,54.17,100,1,8.42
ORD000091,DP0157,23,4.4,2023-01-11T00:00:00Z,7,Wednesday,January,0,0,sunny,low,bike,8.58,Roll Master,North,Navratri,0,33.1,38.1,-5,0,66.26,100,1,7.72
ORD000092,DP0206,29,3.6,2023-01-11T00:00:00Z,11,Wednesday,January,0,0,sunny,low,bike,5.15,Spice Garden,Central,None,0,12.9,13.7,-0.8,0,43.58,100,1,8.46
ORD000093,DP0004,28,4.4,2023-01-11T00:00:00Z,11,Wednesday,January,0,0,rainy,low,scooter,4.9,Burger Palace,West,None,0,19.3,18.9,0.4,1,36.65,100,0,7.48
ORD000094,DP0230,28,3.6,2023-01-11T00:00:00Z,13,Wednesday,January,0,1,rainy,low,scooter,4.74,Biryani Express,South,None,0,22.3,24.9,-2.6,0,45.75,100,1,9.65
ORD000095,DP0322,20,4.7,2023-01-11T00:00:00Z,17,Wednesday,January,0,0,sunny,high,scooter,8.41,Noodle House,South,None,0,30.7,31.4,-0.7,0,76.73,100,1,9.12
ORD000096,DP0204,30,4.4,2023-01-11T00:00:00Z,23,Wednesday,January,0,0,cloudy,medium,bike,7.53,Curry Corner,Central,None,0,23.9,21,2.9,1,60.19,100,0,7.99
ORD000097,DP0314,30,3.5,2023-01-11T00:00:00Z,0,Thursday,January,0,0,sunny,jam,bike,8.97,Pizza Hub,Central,None,1,31.3,27.6,3.7,1,70.74,100,0,7.89
ORD000098,DP0434,26,4.8,2023-01-11T00:00:00Z,2,Thursday,January,0,0,rainy,low,scooter,4.45,Sushi Spot,North,None,1,25.2,29.4,-4.2,0,37.07,100,1,8.33
ORD000099,DP0362,31,4.7,2023-01-12T00:00:00Z,8,Thursday,January,0,0,cloudy,high,scooter,4.82,Spice Garden,West,New Year,1,38.7,39.5,-0.8,0,60.95,100,1,12.65
ORD000100,DP0019,30,3.4,2023-01-12T00:00:00Z,11,Thursday,January,0,0,cloudy,medium,bike,3.28,Taco Town,Central,None,1,18.8,19.7,-0.9,0,34.64,100,1,10.56
ORD000101,DP0267,28,3.4,2023-01-12T00:00:00Z,12,Thursday,January,0,1,sunny,jam,scooter,2.9,Biryani Express,West,None,1,31.5,31.1,0.4,1,41.77,100,0,14.4
ORD000102,DP0024,30,3,2023-01-12T00:00:00Z,4,Friday,January,0,0,rainy,high,bicycle,8.2,Dosa Point,East,None,1,38.7,45.6,-6.9,0,79.59,100,1,9.71
ORD000103,DP0416,23,4.9,2023-01-13T00:00:00Z,7,Friday,January,0,0,sunny,low,bike,2.95,Taco Town,Central,None,1,19.3,18.1,1.2,1,33.71,100,0,11.43
ORD000104,DP0108,21,3.8,2023-01-13T00:00:00Z,15,Friday,January,0,0,sunny,medium,scooter,4.93,Biryani Express,North,None,1,24.8,26.3,-1.5,0,44.79,100,1,9.09
ORD000105,DP0086,32,3.6,2023-01-13T00:00:00Z,16,Friday,January,0,0,cloudy,low,scooter,6.15,Taco Town,West,Navratri,0,30.4,30.8,-0.4,0,57.85,100,1,9.41
ORD000106,DP0238,26,4.6,2023-01-13T00:00:00Z,18,Friday,January,0,0,cloudy,medium,bike,3.44,Roll Master,North,Eid,0,26.8,30.4,-3.6,0,27.93,100,1,8.12
ORD000107,DP0326,34,4.9,2023-01-13T00:00:00Z,19,Friday,January,0,1,cloudy,medium,bike,16.44,Salad Bowl,North,None,0,51.2,52.9,-1.7,0,104.54,100,1,6.36
ORD000108,DP0356,28,3.4,2023-01-13T00:00:00Z,19,Friday,January,0,1,cloudy,high,scooter,6.54,Biryani Express,North,Navratri,0,40.7,37.6,3.1,1,63.76,100,0,9.75
ORD000109,DP0132,20,4.4,2023-01-13T00:00:00Z,21,Friday,January,0,1,rainy,medium,bike,6.71,Taco Town,West,None,0,31.4,35.8,-4.4,0,52.28,100,1,7.79
ORD000110,DP0041,35,4.4,2023-01-13T00:00:00Z,22,Friday,January,0,0,sunny,medium,bicycle,7.33,Roll Master,Central,None,1,26.8,24.4,2.4,1,59.58,100,0,8.13
ORD000111,DP0248,38,4.8,2023-01-13T00:00:00Z,3,Saturday,January,1,0,sunny,high,scooter,5.49,Rice Bucket,North,None,0,20.8,22.8,-2,0,55.35,100,1,10.08
ORD000112,DP0380,31,4.8,2023-01-14T00:00:00Z,6,Saturday,January,1,0,windy,medium,bike,2.75,BBQ Junction,North,None,0,17.7,17.1,0.6,1,28.28,100,0,10.28
ORD000113,DP0261,30,4.9,2023-01-14T00:00:00Z,7,Saturday,January,1,0,sunny,medium,bike,6.69,Curry Corner,West,None,1,30.7,26.6,4.1,1,49.71,100,0,7.43
ORD000114,DP0381,22,4.8,2023-01-14T00:00:00Z,8,Saturday,January,1,0,cloudy,high,bike,2.93,Rice Bucket,South,None,1,28,28,0,0,37.61,100,1,12.84
ORD000115,DP0480,33,3.6,2023-01-14T00:00:00Z,10,Saturday,January,1,0,rainy,high,bike,7.83,BBQ Junction,Central,None,1,33.7,38.2,-4.5,0,62.69,100,1,8.01
ORD000116,DP0481,21,4.4,2023-01-14T00:00:00Z,15,Saturday,January,1,0,cloudy,high,bicycle,5.73,Curry Corner,North,None,0,24.6,24,0.6,1,55.49,100,0,9.68
ORD000117,DP0426,19,4.1,2023-01-14T00:00:00Z,15,Saturday,January,1,0,cloudy,medium,scooter,7.13,Rice Bucket,North,None,0,27.3,30.9,-3.6,0,55.08,100,1,7.73
ORD000118,DP0076,19,3.1,2023-01-14T00:00:00Z,16,Saturday,January,1,0,rainy,medium,scooter,3.83,Taco Town,West,Eid,0,32.2,38.2,-6,0,39.16,100,1,10.22
ORD000119,DP0177,29,4.7,2023-01-14T00:00:00Z,18,Saturday,January,1,0,rainy,high,bike,6.29,Pizza Hub,South,None,0,28.3,29.6,-1.3,0,56.9,100,1,9.05
ORD000120,DP0231,32,4.7,2023-01-14T00:00:00Z,23,Saturday,January,1,0,cloudy,medium,bike,4.93,Dosa Point,North,None,1,23.3,23.6,-0.3,0,43.73,100,1,8.87
ORD000121,DP0281,25,4.9,2023-01-14T00:00:00Z,0,Sunday,January,1,0,cloudy,medium,bike,7.63,BBQ Junction,South,None,0,23.9,21.3,2.6,1,53.47,100,0,7.01
ORD000122,DP0117,30,3.6,2023-01-14T00:00:00Z,1,Sunday,January,1,0,sunny,low,bicycle,5.39,Sushi Spot,East,None,0,14.4,15.2,-0.8,0,51,100,1,9.46
ORD000123,DP0430,27,4.7,2023-01-14T00:00:00Z,4,Sunday,January,1,0,cloudy,medium,bike,6.05,Wrap Zone,Central,None,0,20.9,24.7,-3.8,0,50.67,100,1,8.38
ORD000124,DP0214,22,4.1,2023-01-14T00:00:00Z,4,Sunday,January,1,0,cloudy,high,scooter,4.77,Roll Master,West,None,0,24.2,26.8,-2.6,0,51.03,100,1,10.7
ORD000125,DP0250,36,5,2023-01-15T00:00:00Z,7,Sunday,January,1,0,sunny,medium,bike,3.15,Curry Corner,South,Eid,1,30.5,33.4,-2.9,0,37.89,100,1,12.03
ORD000126,DP0293,26,4.9,2023-01-15T00:00:00Z,8,Sunday,January,1,0,cloudy,medium,scooter,6.03,Burger Palace,Central,Holi,0,26.2,30.3,-4.1,0,55.68,100,1,9.23
ORD000127,DP0424,27,3.1,2023-01-15T00:00:00Z,10,Sunday,January,1,0,cloudy,medium,bike,6.02,Roll Master,South,None,1,28.4,29.8,-1.4,0,56.86,100,1,9.45
ORD000128,DP0255,22,4.6,2023-01-15T00:00:00Z,12,Sunday,January,1,1,sunny,low,bike,6.07,Noodle House,West,None,0,26.2,30.8,-4.6,0,47.17,100,1,7.77
ORD000129,DP0198,31,4.6,2023-01-15T00:00:00Z,16,Sunday,January,1,0,sunny,jam,bike,3.41,Pizza Hub,North,None,0,19.8,23.3,-3.5,0,40.47,100,1,11.87
ORD000130,DP0056,18,3.8,2023-01-15T00:00:00Z,21,Sunday,January,1,1,rainy,high,bike,9.87,Spice Garden,North,None,1,50.5,43.7,6.8,1,83.51,100,0,8.46
ORD000131,DP0319,25,4.7,2023-01-15T00:00:00Z,22,Sunday,January,1,0,sunny,high,bike,8.23,Biryani Express,Central,None,1,35.4,33.2,2.2,1,75.76,100,0,9.21
ORD000132,DP0432,38,4.3,2023-01-15T00:00:00Z,1,Monday,January,0,0,cloudy,medium,bike,5.36,Rice Bucket,Central,New Year,0,25.6,25,0.6,1,49.33,100,0,9.2
ORD000133,DP0487,36,3.4,2023-01-15T00:00:00Z,1,Monday,January,0,0,sunny,medium,bike,8.21,Taco Town,Central,New Year,0,30.9,36.3,-5.4,0,74.17,100,1,9.03
ORD000134,DP0308,20,3.8,2023-01-16T00:00:00Z,6,Monday,January,0,0,sunny,low,bike,2.94,BBQ Junction,South,None,0,7.4,7.8,-0.4,0,38.15,100,1,12.98
ORD000135,DP0300,24,3.9,2023-01-16T00:00:00Z,7,Monday,January,0,0,sunny,high,bike,1.92,Pizza Hub,West,Eid,0,21.9,21.3,0.6,1,45.33,100,0,23.61
ORD000136,DP0208,18,4.4,2023-01-16T00:00:00Z,10,Monday,January,0,0,sunny,low,bike,7.05,BBQ Junction,North,Diwali,0,27.4,28.6,-1.2,0,67.92,100,1,9.63
ORD000137,DP0310,30,3.1,2023-01-16T00:00:00Z,13,Monday,January,0,1,rainy,jam,bicycle,13.38,Taco Town,Central,New Year,0,53.3,54.4,-1.1,0,106.61,100,1,7.97
ORD000138,DP0041,27,4.5,2023-01-16T00:00:00Z,14,Monday,January,0,0,cloudy,high,scooter,4.5,Curry Corner,South,None,1,26.5,25.8,0.7,1,50.43,100,0,11.21
