"is_delayed","delivery_person_age","delivery_person_ratings","distance_km","order_hour","is_weekend"
FALSE,32,4.7,11.741802,23,FALSE
TRUE,31,3.4,18.8295960000001,4,FALSE
FALSE,26,4.9,31.597149,6,FALSE
FALSE,22,4.9,0.0658230000000319,11,FALSE
TRUE,30,4.4,1.242756,15,FALSE
FALSE,24,4.3,23.8355850000001,16,FALSE
FALSE,20,3.7,20.6514390000001,18,FALSE
FALSE,27,4.6,14.933385,21,FALSE
FALSE,30,3.9,17.29047,21,FALSE
FALSE,19,4.8,0.708512999999954,22,FALSE
FALSE,23,4.7,1.32866999999998,23,FALSE
FALSE,33,4.1,12.9384929999999,23,FALSE
TRUE,31,3.9,4.23009899999985,5,FALSE
TRUE,26,3.7,31.6734059999999,5,FALSE
TRUE,23,4.4,8.1224250000001,7,FALSE
FALSE,29,3.6,2.73670499999991,11,FALSE
TRUE,28,4.4,6.82450199999998,11,FALSE
TRUE,28,3.6,3.52646999999998,13,FALSE
FALSE,20,4.7,20.911623,17,FALSE
FALSE,30,4.4,26.380038,23,FALSE
FALSE,30,3.5,11.1327450000001,0,FALSE
FALSE,26,4.8,1.79620200000006,2,FALSE
FALSE,31,4.7,4.45098899999996,8,FALSE
TRUE,30,3.4,11.4807299999999,11,FALSE
TRUE,28,3.4,3.35220000000007,12,FALSE
TRUE,30,3,5.70762000000003,4,FALSE
FALSE,23,4.9,4.55399699999997,7,FALSE
TRUE,21,3.8,24.1016519999999,15,FALSE
FALSE,32,3.6,13.221654,16,FALSE
FALSE,26,4.6,5.82583500000009,18,FALSE
FALSE,34,4.9,4.20667800000002,19,FALSE
FALSE,28,3.4,18.8656710000001,19,FALSE
FALSE,20,4.4,18.170256,21,FALSE
FALSE,35,4.4,1.33055699999995,22,FALSE
FALSE,38,4.8,9.31878299999992,3,FALSE
FALSE,31,4.8,1.69441500000013,6,TRUE
FALSE,30,4.9,31.6794000000001,7,TRUE
FALSE,22,4.8,8.30080199999989,8,TRUE
FALSE,33,3.6,2.15006999999984,10,TRUE
FALSE,21,4.4,9.30757200000003,15,TRUE
FALSE,19,4.1,4.90864199999995,15,TRUE
TRUE,19,3.1,2.69274899999988,16,TRUE
FALSE,29,4.7,11.8712280000001,18,TRUE
FALSE,32,4.7,18.356181,23,TRUE
FALSE,25,4.9,6.61293599999998,0,TRUE
FALSE,30,3.6,1.49128500000013,1,TRUE
FALSE,27,4.7,19.5890579999999,4,TRUE
FALSE,22,4.1,28.711926,4,TRUE
FALSE,36,5,9.01597499999999,7,TRUE
FALSE,26,4.9,3.05360999999994,8,TRUE
FALSE,27,3.1,12.891207,10,TRUE
FALSE,22,4.6,29.1986609999999,12,TRUE
FALSE,31,4.6,7.86590400000003,16,TRUE
FALSE,18,3.8,34.1769,21,TRUE
FALSE,25,4.7,21.8934180000001,22,TRUE
FALSE,38,4.3,28.477938,1,TRUE
FALSE,36,3.4,16.901193,1,TRUE
TRUE,20,3.8,5.32311599999991,6,FALSE
TRUE,24,3.9,13.0269600000002,7,FALSE
FALSE,18,4.4,14.4309990000001,10,FALSE
FALSE,30,3.1,8.13319199999993,13,FALSE
TRUE,27,4.5,6.16760400000004,14,FALSE
FALSE,25,3.3,16.156383,4,FALSE
FALSE,26,4.3,29.0516970000001,5,FALSE
FALSE,35,3.9,11.948817,7,FALSE
FALSE,24,3.7,24.9779970000001,8,FALSE
FALSE,31,3,10.501155,11,FALSE
FALSE,29,4,26.2610459999999,14,FALSE
FALSE,30,3.6,13.8056250000001,16,FALSE
TRUE,25,3,25.239402,16,FALSE
FALSE,27,5,7.88721599999985,16,FALSE
FALSE,24,3,13.221654,17,FALSE
TRUE,35,3.5,4.89598799999995,1,FALSE
FALSE,18,4.1,1.24042500000017,2,FALSE
FALSE,30,4.6,22.9466969999999,8,FALSE
FALSE,36,3.5,15.20811,11,FALSE
TRUE,31,4.5,8.19479699999996,15,FALSE
FALSE,28,4.2,11.699622,18,FALSE
FALSE,29,4.6,23.2528349999999,21,FALSE
FALSE,28,3.1,8.04383699999996,0,FALSE
FALSE,31,4.5,23.970561,6,FALSE
FALSE,32,5,13.915071,7,FALSE
FALSE,18,3.5,9.0358439999999,8,FALSE
TRUE,35,3.5,10.6495619999999,13,FALSE
FALSE,29,3.2,2.00110799999992,14,FALSE
FALSE,31,3.2,25.9917600000001,14,FALSE
FALSE,25,4.2,28.23507,21,FALSE
FALSE,20,3.8,9.83049299999987,22,FALSE
TRUE,27,3.2,3.43744799999996,8,FALSE
TRUE,33,4.7,3.58918500000017,10,FALSE
FALSE,28,3.2,5.2870409999999,11,FALSE
TRUE,24,3.2,6.194799,13,FALSE
FALSE,32,4.7,4.11277199999991,14,FALSE
TRUE,36,4.8,2.72005500000015,18,FALSE
FALSE,25,4.1,11.7597840000001,23,FALSE
TRUE,33,4.9,14.4039149999999,1,FALSE
FALSE,25,4,7.60705200000013,1,FALSE
TRUE,31,3.5,12.950814,3,FALSE
TRUE,36,4.4,14.401362,6,TRUE
FALSE,26,3.5,34.2151949999999,8,TRUE
FALSE,36,3.4,11.1599400000001,10,TRUE
TRUE,20,4.5,16.7047230000001,13,TRUE
FALSE,25,3.2,19.0218480000001,16,TRUE
FALSE,23,5,15.279483,22,TRUE
FALSE,26,3.2,30.494697,3,TRUE
FALSE,34,4.5,8.11754099999981,4,TRUE
TRUE,20,3.2,15.8339279999999,5,TRUE
FALSE,35,4.1,13.8182790000001,6,TRUE
FALSE,40,4.4,7.44421499999994,7,TRUE
FALSE,23,3.2,13.821276,12,TRUE
TRUE,29,3.5,8.93616600000017,12,TRUE
TRUE,35,4.1,3.84182099999999,17,TRUE
FALSE,28,3.5,4.45420799999992,19,TRUE
FALSE,28,4.2,16.148169,20,TRUE
FALSE,28,3.2,4.073922,4,TRUE
FALSE,21,3.6,17.708385,6,FALSE
TRUE,20,4.3,11.55732,7,FALSE
FALSE,21,4,17.6020470000001,9,FALSE
FALSE,24,3.5,11.7461310000001,12,FALSE
TRUE,27,3.7,2.7077339999999,13,FALSE
FALSE,26,3.6,17.1057659999999,16,FALSE
TRUE,32,4.8,14.2652759999999,18,FALSE
TRUE,30,4.8,6.98367599999995,1,FALSE
FALSE,25,3.6,14.4624120000001,2,FALSE
FALSE,29,4.7,18.153051,4,FALSE
FALSE,26,4.6,30.093432,7,FALSE
TRUE,23,5,6.23442600000012,8,FALSE
TRUE,24,3.8,16.5986070000001,9,FALSE
FALSE,38,3.3,21.01008,7,FALSE
FALSE,26,4.5,16.898973,16,FALSE
FALSE,40,4.5,26.0270579999999,20,FALSE
FALSE,31,4.7,21.7431239999999,21,FALSE
FALSE,28,3,7.46730300000002,22,FALSE
FALSE,28,3,8.72826299999999,2,FALSE
FALSE,30,4.9,5.37517499999999,3,FALSE
TRUE,32,3.8,25.274478,3,FALSE
FALSE,43,3.7,0.0568319999998597,9,FALSE
FALSE,27,3.9,15.933939,10,FALSE
FALSE,34,4.9,3.43755900000008,10,FALSE
FALSE,21,4.3,17.1812460000002,11,FALSE
FALSE,28,4.8,34.37559,14,FALSE
TRUE,31,4.3,14.775543,21,FALSE
FALSE,27,3.6,28.336746,1,FALSE
FALSE,25,4.9,8.99954699999986,6,FALSE
FALSE,28,4.3,16.862121,8,FALSE
FALSE,33,4.1,25.4564069999999,11,FALSE
FALSE,22,3.4,20.7253649999999,12,FALSE
FALSE,34,4.3,6.99133500000013,13,FALSE
TRUE,24,4.6,16.3546289999999,15,FALSE
FALSE,30,4.1,17.637456,15,FALSE
FALSE,27,3,2.24275500000008,1,FALSE
FALSE,33,3.5,23.459184,2,FALSE
FALSE,24,3.9,4.32544800000006,2,FALSE
TRUE,30,4.4,13.7632230000001,6,TRUE
FALSE,25,3.4,3.92163000000001,7,TRUE
TRUE,26,4.7,30.5810550000001,8,TRUE
FALSE,19,3.6,8.980122,8,TRUE
FALSE,20,4.4,20.6669789999999,11,TRUE
FALSE,30,4.9,25.627014,11,TRUE
FALSE,35,3.9,3.47141399999998,12,TRUE
TRUE,29,3.3,14.1290789999999,13,TRUE
FALSE,31,4.5,4.64812500000011,18,TRUE
FALSE,28,4.5,3.19846499999998,19,TRUE
FALSE,28,3.4,6.23165100000002,21,TRUE
FALSE,28,4.8,22.923054,2,TRUE
TRUE,31,3.9,4.11321600000017,7,TRUE
TRUE,32,3.8,5.61104999999994,8,TRUE
TRUE,37,4,13.7573399999999,8,TRUE
FALSE,36,3.7,3.030078,10,TRUE
TRUE,29,4.9,2.95437599999987,15,TRUE
TRUE,28,3.1,14.0756880000001,21,TRUE
FALSE,25,3.2,1.98945299999997,23,TRUE
TRUE,26,4.7,2.61016499999997,7,FALSE
FALSE,23,3.4,22.082451,12,FALSE
FALSE,35,3,26.335749,12,FALSE
FALSE,36,4.5,11.470074,12,FALSE
FALSE,27,3.1,20.8711080000001,14,FALSE
FALSE,34,4.4,2.71694699999991,15,FALSE
TRUE,29,4.7,5.01453599999996,18,FALSE
FALSE,28,4.6,2.40980999999987,1,FALSE
FALSE,36,4.8,9.47595899999981,10,FALSE
FALSE,26,4.7,10.799301,16,FALSE
FALSE,21,3.7,3.04262100000008,16,FALSE
FALSE,31,4.4,3.47563199999998,21,FALSE
TRUE,25,4.9,28.3184309999999,23,FALSE
TRUE,30,3.6,5.70440099999987,6,FALSE
FALSE,22,4.2,25.789851,13,FALSE
FALSE,24,4.4,2.76445500000004,14,FALSE
FALSE,21,4.3,4.18592099999998,14,FALSE
TRUE,30,3.7,5.72782200000009,15,FALSE
TRUE,29,3,19.6829640000001,16,FALSE
FALSE,31,4.4,11.9326110000001,16,FALSE
FALSE,38,3.8,6.3704010000001,23,FALSE
FALSE,32,4.1,18.7365780000001,0,FALSE
FALSE,28,3.1,27.71892,4,FALSE
FALSE,28,3.6,19.1762490000001,6,FALSE
FALSE,25,4.9,31.575726,10,FALSE
TRUE,24,4.4,10.469187,11,FALSE
FALSE,27,3.1,30.884973,11,FALSE
TRUE,26,4.7,25.6767420000001,12,FALSE
FALSE,38,4.2,20.9272739999999,12,FALSE
FALSE,37,4.3,2.36607599999986,13,FALSE
TRUE,23,3.2,6.75157499999994,14,FALSE
TRUE,18,3.4,15.2506230000001,19,FALSE
TRUE,24,5,4.17315600000007,20,FALSE
FALSE,25,4.4,23.712486,21,FALSE
FALSE,33,4.7,13.1519459999999,1,FALSE
TRUE,26,4.4,21.6930629999999,2,FALSE
FALSE,24,4.2,17.1336270000001,7,FALSE
TRUE,33,4.8,4.0901280000001,16,FALSE
TRUE,31,4.6,12.080796,2,FALSE
FALSE,27,3.6,13.5206880000002,11,TRUE
FALSE,27,3.3,18.038721,11,TRUE
FALSE,25,4.7,27.7719779999999,14,TRUE
FALSE,27,3.3,6.19657499999985,15,TRUE
FALSE,32,3.5,34.8870780000001,17,TRUE
FALSE,24,3.8,20.2240889999999,18,TRUE
TRUE,34,4.7,6.75135300000011,19,TRUE
FALSE,32,4.1,4.74314099999998,5,TRUE
FALSE,23,4,6.56953499999993,6,TRUE
FALSE,32,4.7,4.25485199999986,7,TRUE
TRUE,31,3.1,1.37096100000007,10,TRUE
FALSE,21,3.9,15.04605,11,TRUE
FALSE,29,3.4,6.06281999999999,12,TRUE
FALSE,30,3.6,3.650013,22,TRUE
TRUE,20,3.6,7.29902699999996,0,TRUE
FALSE,31,3.6,21.7637699999999,1,TRUE
TRUE,18,3.1,19.718595,2,TRUE
FALSE,29,4.1,24.0102990000001,3,TRUE
FALSE,20,4.7,8.45131800000003,4,TRUE
FALSE,18,4.2,2.24386500000004,5,TRUE
TRUE,29,3.4,22.7391269999999,7,FALSE
FALSE,24,4.8,6.77510700000007,17,FALSE
FALSE,25,3.2,2.007324,17,FALSE
FALSE,21,4.1,18.352074,20,FALSE
FALSE,26,4.2,22.3541790000001,21,FALSE
FALSE,25,3.3,5.06992499999992,22,FALSE
FALSE,31,3.8,14.045718,0,FALSE
TRUE,24,3.9,17.082345,0,FALSE
FALSE,25,4.7,16.7126039999999,3,FALSE
FALSE,27,4.3,8.29935899999998,4,FALSE
FALSE,24,3.9,12.40536,5,FALSE
FALSE,24,3.5,6.81029399999997,10,FALSE
TRUE,28,4.6,2.07947400000003,10,FALSE
FALSE,29,5,10.433445,12,FALSE
FALSE,26,4,12.1796969999999,19,FALSE
FALSE,26,3.4,6.63291600000002,20,FALSE
FALSE,30,4.1,2.84981400000005,23,FALSE
TRUE,33,4.8,14.6421210000001,3,FALSE
FALSE,29,4.7,5.63502599999994,5,FALSE
TRUE,25,3.6,5.12187299999988,8,FALSE
FALSE,33,3.6,2.83360799999995,9,FALSE
FALSE,26,4.5,18.0726869999999,9,FALSE
FALSE,18,3.1,29.6992710000001,10,FALSE
TRUE,33,4.4,23.8511250000001,11,FALSE
FALSE,36,4.1,7.00365599999998,13,FALSE
FALSE,28,3.7,2.88777600000003,15,FALSE
FALSE,39,3.8,5.77843800000007,15,FALSE
TRUE,29,3.8,28.290681,18,FALSE
FALSE,30,4.9,2.83993499999995,18,FALSE
FALSE,19,4.2,26.9434740000001,20,FALSE
FALSE,30,4.8,27.7067099999999,21,FALSE
FALSE,21,4.4,7.44821099999991,21,FALSE
FALSE,33,4.5,22.5452100000001,23,FALSE
FALSE,25,3.6,16.0736879999999,0,FALSE
TRUE,18,4.4,8.440551,9,FALSE
FALSE,33,4.2,12.3987000000001,10,FALSE
FALSE,30,4,25.678962,10,FALSE
TRUE,33,4,2.92762499999998,10,FALSE
FALSE,27,3.1,29.0283870000001,11,FALSE
TRUE,25,3.3,6.60716399999997,11,FALSE
FALSE,28,3.7,11.8894320000001,14,FALSE
FALSE,28,3.4,2.15373300000006,16,FALSE
TRUE,34,4.4,16.477506,19,FALSE
TRUE,26,3.6,22.2367409999998,19,FALSE
FALSE,29,4,19.807173,19,FALSE
TRUE,30,4,19.8744389999999,2,FALSE
FALSE,22,3.2,4.51658999999996,2,FALSE
FALSE,20,3,28.1735760000001,7,FALSE
TRUE,18,4.1,28.465284,8,FALSE
FALSE,36,4.1,10.3382069999999,12,FALSE
TRUE,26,3.7,3.04373100000004,14,FALSE
FALSE,35,3.6,10.237086,14,FALSE
FALSE,27,4.4,1.81263,20,FALSE
FALSE,36,3,6.17681699999985,20,FALSE
FALSE,32,4.7,14.0885639999999,21,FALSE
FALSE,28,4.2,20.004753,22,FALSE
FALSE,30,3.9,36.8556629999999,1,FALSE
FALSE,34,4.9,3.88388999999986,6,TRUE
FALSE,31,4.1,9.18857999999996,7,TRUE
TRUE,22,4.7,13.576743,8,TRUE
FALSE,25,3.7,1.99733400000018,9,TRUE
FALSE,35,3.5,9.79197600000011,10,TRUE
FALSE,23,4.8,14.7793169999999,13,TRUE
TRUE,28,4.1,3.49872000000005,13,TRUE
FALSE,26,3.1,3.6140490000001,13,TRUE
TRUE,24,3.8,10.0680329999999,15,TRUE
FALSE,28,4,19.6204710000001,19,TRUE
TRUE,21,4.8,9.73436700000004,4,TRUE
FALSE,23,4.5,12.1744800000001,6,TRUE
FALSE,24,4.8,32.8596629999999,16,TRUE
FALSE,32,3.9,11.4346650000001,17,TRUE
FALSE,26,4,15.1320749999999,19,TRUE
TRUE,35,4.5,11.211444,19,TRUE
TRUE,27,3.4,11.241969,20,TRUE
FALSE,31,4.2,3.63402900000013,23,TRUE
TRUE,28,3.8,8.15195099999989,0,TRUE
TRUE,32,4.2,10.7180489999999,1,TRUE
FALSE,28,3.5,34.7956139999999,3,TRUE
FALSE,35,4,6.34020900000002,7,FALSE
FALSE,32,4.2,23.4559649999999,7,FALSE
TRUE,33,3.7,32.1368310000001,7,FALSE
TRUE,40,4.1,10.9925519999999,8,FALSE
TRUE,34,3.9,1.42213200000003,8,FALSE
FALSE,39,3.5,15.8869860000001,15,FALSE
FALSE,21,3.7,1.7160599999999,15,FALSE
FALSE,22,3.9,14.6926259999999,16,FALSE
FALSE,24,3.5,29.1744630000001,16,FALSE
FALSE,34,3.4,9.98000999999997,19,FALSE
TRUE,39,3.6,35.290785,2,FALSE
FALSE,32,4.2,21.613476,3,FALSE
FALSE,35,4.8,20.48505,3,FALSE
FALSE,27,4.9,34.4081129999999,10,FALSE
TRUE,24,3.6,28.589382,12,FALSE
TRUE,20,3.3,0.0512820000000698,14,FALSE
FALSE,37,3.3,7.97113199999995,17,FALSE
FALSE,29,4.1,4.95537300000007,17,FALSE
FALSE,26,4.8,32.514786,17,FALSE
FALSE,28,3.8,8.59450800000013,18,FALSE
FALSE,33,3.9,3.04894800000008,3,FALSE
FALSE,29,4.1,8.95947599999988,7,FALSE
TRUE,24,3.2,17.348967,9,FALSE
TRUE,25,3.7,24.518901,10,FALSE
FALSE,23,5,33.434976,12,FALSE
FALSE,22,3,21.915396,13,FALSE
FALSE,33,3.8,28.751109,16,FALSE
FALSE,31,4.8,7.84203899999995,17,FALSE
FALSE,38,3.2,21.1678110000001,22,FALSE
FALSE,35,3.5,21.838473,1,FALSE
FALSE,27,3.8,4.99111499999994,5,FALSE
FALSE,24,4.2,8.51281199999995,8,FALSE
FALSE,35,5,12.682083,10,FALSE
FALSE,25,4.6,1.1256509999999,13,FALSE
TRUE,32,3.5,6.93694500000002,17,FALSE
TRUE,29,4.3,8.890545,19,FALSE
FALSE,21,3.4,15.3507449999999,22,FALSE
FALSE,27,3.5,9.84070499999992,23,FALSE
FALSE,34,4.1,13.104438,2,FALSE
TRUE,39,3.4,32.6044740000001,5,FALSE
FALSE,31,3.9,12.6663209999999,7,FALSE
FALSE,26,4.8,23.8624470000001,12,FALSE
FALSE,31,4.1,12.693849,12,FALSE
FALSE,30,4.4,33.9694409999999,12,FALSE
FALSE,34,3.3,34.205094,17,FALSE
TRUE,38,4.7,6.51070499999999,17,FALSE
FALSE,25,4.4,16.507587,19,FALSE
FALSE,29,4.7,22.639893,21,FALSE
FALSE,30,4.5,18.5555369999999,7,TRUE
FALSE,24,4.9,11.652891,7,TRUE
TRUE,24,3.9,20.9862150000001,11,TRUE
FALSE,30,3.5,19.518351,17,TRUE
FALSE,23,4.8,7.81129199999989,17,TRUE
FALSE,19,3.1,14.854575,19,TRUE
TRUE,22,3.5,21.8172720000001,19,TRUE
TRUE,29,4.9,10.1771459999999,20,TRUE
FALSE,36,4,12.436551,0,TRUE
TRUE,27,3.5,5.81240400000008,3,TRUE
FALSE,30,3.8,7.55010899999996,9,TRUE
TRUE,30,3.4,2.55000300000004,10,TRUE
FALSE,35,4,9.98955599999992,12,TRUE
FALSE,26,4.1,4.59551100000005,13,TRUE
FALSE,23,4.4,12.233643,19,TRUE
FALSE,20,4.8,0.619712999999964,19,TRUE
TRUE,26,4.5,18.493266,19,TRUE
FALSE,24,4.3,3.90131700000003,20,TRUE
FALSE,30,3.1,8.68253099999991,21,TRUE
FALSE,32,4.8,15.9919919999999,22,TRUE
FALSE,32,4.5,20.8774350000001,23,TRUE
FALSE,27,3.1,25.0685729999999,1,TRUE
FALSE,25,3.5,1.66422300000005,4,TRUE
TRUE,18,4.6,2.94815999999999,5,FALSE
TRUE,31,4.4,21.8264850000001,5,FALSE
TRUE,27,4.3,17.033394,8,FALSE
FALSE,31,3.7,3.74813700000011,12,FALSE
TRUE,24,4.6,6.33465900000003,15,FALSE
TRUE,34,4.5,4.03507200000009,17,FALSE
TRUE,31,4.4,9.48350700000007,20,FALSE
FALSE,33,3.8,12.159384,2,FALSE
FALSE,18,3.4,13.006425,2,FALSE
FALSE,35,3.9,14.626359,3,FALSE
TRUE,31,4.5,12.3760559999999,9,FALSE
TRUE,29,3.2,1.74159000000012,12,FALSE
FALSE,27,4.4,28.6899479999999,14,FALSE
FALSE,33,4.3,2.49183899999999,16,FALSE
FALSE,31,4.9,0.315240000000093,17,FALSE
FALSE,40,3.2,27.278139,21,FALSE
TRUE,23,3,1.37540099999991,23,FALSE
FALSE,28,4.7,7.064484,23,FALSE
FALSE,23,4.1,7.92040499999986,23,FALSE
FALSE,29,4.5,25.7214750000001,3,FALSE
FALSE,25,4.8,21.412677,4,FALSE
FALSE,25,4.9,12.654888,5,FALSE
FALSE,36,4.2,31.9655580000001,11,FALSE
FALSE,25,3.8,27.8151569999999,11,FALSE
FALSE,27,4,25.1070899999999,13,FALSE
FALSE,28,3.1,20.4556350000001,18,FALSE
FALSE,29,3.8,4.53679200000003,20,FALSE
FALSE,20,5,10.3940400000001,22,FALSE
TRUE,32,4.2,9.22432200000003,4,FALSE
FALSE,27,3.8,6.14762400000001,14,FALSE
FALSE,18,4.9,3.07692000000005,15,FALSE
FALSE,28,4.4,9.85946400000008,17,FALSE
FALSE,33,4.4,31.724799,18,FALSE
TRUE,35,3.9,0.499055999999957,19,FALSE
FALSE,34,4.5,13.318779,23,FALSE
FALSE,28,3.2,26.2433970000001,1,FALSE
FALSE,31,4.6,7.46586000000011,3,FALSE
TRUE,23,3.7,9.267834,3,FALSE
FALSE,24,4.1,7.6900799999999,7,FALSE
FALSE,19,3.6,0.58075199999994,7,FALSE
TRUE,29,4.4,29.6033669999999,8,FALSE
FALSE,30,3.4,12.914739,11,FALSE
FALSE,30,4.8,0.589188000000133,13,FALSE
FALSE,24,3.7,4.25107800000012,14,FALSE
TRUE,21,3.3,15.134295,15,FALSE
TRUE,25,4.9,4.68475499999991,20,FALSE
FALSE,33,3.6,26.4915930000001,20,FALSE
FALSE,28,4.3,27.2080980000002,21,FALSE
FALSE,26,3.1,13.0639229999999,7,TRUE
FALSE,23,3.9,5.42612400000012,11,TRUE
FALSE,29,3.7,8.47174199999993,12,TRUE
FALSE,28,4.2,0.401931000000085,15,TRUE
FALSE,28,3,25.5958230000001,17,TRUE
TRUE,34,3.7,0.506826000000057,21,TRUE
TRUE,28,4.6,4.38583200000002,4,TRUE
FALSE,29,4,28.7404530000001,4,TRUE
FALSE,22,4.8,0.825396000000024,18,TRUE
FALSE,28,3.7,3.43544999999988,19,TRUE
TRUE,29,3.7,11.526462,20,TRUE
TRUE,34,4.7,5.84670300000005,21,TRUE
FALSE,24,3.8,5.49261300000004,23,TRUE
FALSE,27,4.1,17.0174099999999,1,TRUE
TRUE,41,4.1,26.77098,5,FALSE
FALSE,24,4.8,6.66111000000001,9,FALSE
TRUE,26,4.1,24.993426,11,FALSE
FALSE,26,3.4,24.454077,11,FALSE
TRUE,28,3.2,28.8587790000001,14,FALSE
FALSE,26,4.4,22.4545229999999,15,FALSE
TRUE,30,4.2,3.26584199999983,17,FALSE
TRUE,25,4.8,27.7351259999999,18,FALSE
FALSE,33,4.3,5.04639299999998,3,FALSE
FALSE,29,4.4,13.854687,8,FALSE
FALSE,22,4.4,3.15617400000008,8,FALSE
FALSE,24,3.4,1.39527000000002,13,FALSE
FALSE,28,4.7,1.03729499999997,13,FALSE
FALSE,22,3.3,24.046041,14,FALSE
FALSE,29,3.6,16.258836,18,FALSE
TRUE,27,3.9,20.590611,19,FALSE
FALSE,31,4.7,12.9624689999999,22,FALSE
FALSE,39,3.8,11.3679540000001,22,FALSE
FALSE,36,4.8,17.426778,23,FALSE
FALSE,34,3.2,19.7756490000001,1,FALSE
TRUE,25,3.1,6.47740500000007,3,FALSE
FALSE,30,4.4,15.5879519999999,6,FALSE
FALSE,34,3.4,17.421228,12,FALSE
FALSE,21,3.6,16.5081419999999,12,FALSE
TRUE,33,3.5,2.79819900000003,14,FALSE
TRUE,24,4.9,7.07258700000005,21,FALSE
FALSE,27,4.9,7.67687100000013,23,FALSE
TRUE,34,3.7,23.079897,5,FALSE
TRUE,24,4.6,2.80197299999996,5,FALSE
FALSE,27,3.1,4.29459000000009,6,FALSE
FALSE,20,4.1,20.1861270000001,6,FALSE
TRUE,27,3.1,0.850370999999868,8,FALSE
FALSE,35,3.8,2.47407900000007,13,FALSE
FALSE,24,3.1,6.78665099999991,15,FALSE
FALSE,24,3.3,8.8693440000001,16,FALSE
TRUE,25,4.4,11.7308129999999,18,FALSE
FALSE,31,3.3,0.721833000000041,21,FALSE
