"id","delivery_person_id","delivery_person_age","delivery_person_ratings","restaurant_latitude","restaurant_longitude","delivery_location_latitude","delivery_location_longitude","order_date","time_ordered","time_order_picked","weather_conditions","road_traffic_density","type_of_vehicle","delivery_duration_mins","distance_km","year","month","quarter","day_of_week","is_weekend","order_hour","time_period","traffic_level_num","weather_impact","actual_delivery_mins","is_delayed","delay_mins","on_time_delivery","delivery_speed","delivery_cost","order_value","profit_margin","cost_per_km","traffic_impact","distance_impact","partner_reliability","delivery_risk","efficiency_score","satisfaction_index","rider_experience","rating_category"
"ORD000011","DP0461",19,3.7,12.865429,77.537817,13.079639,77.757838,2-01-20,06:51:00,06:58:00,"clear","medium","bicycle",NA,33.7006143044027,2,"Jan",1,"Sun",TRUE,6,"Morning",2,20,NA,NA,NA,NA,"Very Slow",286.455221587423,372.39178806365,23.0769230769231,8.5,50,69,74,51,NA,74,"Junior","Average"
"ORD000012","DP0046",26,3.4,13.081021,77.745516,12.911625,77.71239,2-01-20,07:56:00,08:00:00,"rainy","high","bike",NA,19.1748673922899,2,"Jan",1,"Sun",TRUE,7,"Morning",3,80,NA,NA,NA,NA,"Very Slow",162.986372834464,211.882284684804,23.0769230769231,8.5,80,39,68,52,NA,68,"Mid","Average"
"ORD000013","DP0194",30,3,12.99437,77.569666,12.915252,77.44258,2-01-20,08:17:00,08:23:00,"other","high","bike",NA,16.3417959838545,2,"Jan",1,"Sun",TRUE,8,"Morning",3,20,NA,NA,NA,NA,"Very Slow",138.905265862763,180.576845621592,23.0769230769231,8.5,80,33,60,52,NA,60,"Mid","Average"
"ORD000014","DP0157",27,4.9,13.069631,77.483432,13.155401,77.462189,2-01-20,09:01:00,09:08:00,"clear","low","bike",NA,9.81072810111407,2,"Jan",1,"Sun",TRUE,9,"Morning",1,20,NA,NA,NA,NA,"Very Slow",83.3911888594696,108.40854551731,23.0769230769231,8.5,20,20,98,22,NA,98,"Mid","Excellent"
"ORD000015","DP0319",24,4.9,12.932874,77.625706,13.173635,77.521018,2-01-20,19:30:00,19:34:00,"clear","gridlock","bike",NA,29.0740941787613,2,"Jan",1,"Sun",TRUE,19,"Evening",2,20,NA,NA,NA,NA,"Very Slow",247.129800519471,321.268740675313,23.0769230769231,8.5,20,60,98,34,NA,98,"Junior","Excellent"
"ORD000016","DP0141",30,3.7,13.138787,77.558597,12.978832,77.546718,2-01-20,04:28:00,04:31:00,"clear","medium","scooter",NA,17.8326671569922,2,"Jan",1,"Sun",TRUE,4,"Late Night",2,20,NA,NA,NA,NA,"Very Slow",151.577670834434,197.050972084764,23.0769230769231,8.5,50,37,74,41,NA,74,"Mid","Average"
"ORD000017","DP0416",27,3.8,12.950584,77.557787,13.133666,77.714039,2-01-20,05:01:00,05:08:00,"cloudy","high","bike",NA,26.4752168935058,2,"Jan",1,"Sun",TRUE,5,"Late Night",3,50,NA,NA,NA,NA,"Very Slow",225.039343594799,292.551146673239,23.0769230769231,8.5,80,54,76,55,NA,76,"Mid","Average"
"ORD000018","DP0087",26,3.6,12.973445,77.451847,13.106431,77.619003,3-01-20,07:11:00,07:17:00,"clear","high","bicycle",NA,23.378435283838,3,"Jan",1,"Mon",FALSE,7,"Morning",3,20,NA,NA,NA,NA,"Very Slow",198.716699912623,258.33170988641,23.0769230769231,8.5,80,48,72,44,NA,72,"Mid","Average"
"ORD000019","DP0039",27,3.6,12.990354,77.666854,13.197381,77.505829,3-01-20,11:24:00,11:32:00,"cloudy","high","scooter",NA,28.8803913800694,3,"Jan",1,"Mon",FALSE,11,"Morning",3,50,NA,NA,NA,NA,"Very Slow",245.48332673059,319.128324749767,23.0769230769231,8.5,80,59,72,47,NA,72,"Mid","Average"
"ORD000020","DP0289",30,3.9,12.854261,77.728154,12.826468,77.767436,3-01-20,20:49:00,20:54:00,"rainy","low","bike",NA,5.26190091872063,3,"Jan",1,"Mon",FALSE,20,"Evening",1,80,NA,NA,NA,NA,"Very Slow",44.7261578091254,58.144005151863,23.0769230769231,8.5,20,11,78,14,NA,78,"Mid","Average"
"ORD000021","DP0318",19,3.7,12.968532,77.62073,12.832925,77.75309,3-01-20,00:17:00,00:19:00,"foggy","medium","bike",NA,20.8131108730807,3,"Jan",1,"Mon",FALSE,0,"Late Night",2,50,NA,NA,NA,NA,"Very Slow",176.911442421186,229.984875147542,23.0769230769231,8.5,50,43,74,33,NA,74,"Junior","Average"
"ORD000022","DP0393",27,3.6,13.113941,77.748138,12.933895,77.535613,3-01-20,04:59:00,05:04:00,"cloudy","low","bike",NA,30.5107093322506,3,"Jan",1,"Mon",FALSE,4,"Late Night",1,50,NA,NA,NA,NA,"Very Slow",259.34102932413,337.143338121369,23.0769230769231,8.5,20,62,72,30,NA,72,"Mid","Average"
"ORD000023","DP0259",24,4.5,12.953898,77.531381,12.885994,77.779574,4-01-20,06:29:00,06:32:00,"other","medium","bike",NA,27.9387505873628,4,"Jan",1,"Tue",FALSE,6,"Morning",2,20,NA,NA,NA,NA,"Very Slow",237.479379992584,308.723193990359,23.0769230769231,8.5,50,57,90,34,NA,90,"Junior","Excellent"
"ORD000024","DP0137",29,3.9,13.03688,77.4642,12.904286,77.74267,4-01-20,07:16:00,07:20:00,"rainy","low","scooter",NA,33.5838250468628,4,"Jan",1,"Tue",FALSE,7,"Morning",1,80,NA,NA,NA,NA,"Very Slow",285.462512898334,371.101266767834,23.0769230769231,8.5,20,69,78,31,NA,78,"Mid","Average"
"ORD000025","DP0040",23,4.8,12.900948,77.622118,13.056152,77.657936,4-01-20,11:37:00,11:42:00,"cloudy","low","bike",NA,17.6889077428411,4,"Jan",1,"Tue",FALSE,11,"Morning",1,50,NA,NA,NA,NA,"Very Slow",150.355715814149,195.462430558394,23.0769230769231,8.5,20,36,96,18,NA,96,"Junior","Excellent"
"ORD000026","DP0243",39,3.7,12.953457,77.581552,12.959137,77.789583,4-01-20,22:00:00,22:04:00,"other","high","bike",NA,22.5519280427426,4,"Jan",1,"Tue",FALSE,22,"Night",3,20,NA,NA,NA,NA,"Very Slow",191.691388363312,249.198804872306,23.0769230769231,8.5,80,46,74,43,NA,74,"Senior","Average"
"ORD000027","DP0226",28,3.7,13.123496,77.653329,13.135981,77.752717,4-01-20,23:28:00,23:33:00,"clear","medium","bike",NA,10.8517042573559,4,"Jan",1,"Tue",FALSE,23,"Night",2,20,NA,NA,NA,NA,"Very Slow",92.2394861875253,119.911332043783,23.0769230769231,8.5,50,22,74,27,NA,74,"Mid","Average"
"ORD000028","DP0421",31,3.6,13.115847,77.488082,12.873373,77.600718,4-01-20,23:40:00,23:47:00,"clear","low","bike",NA,29.5951972240547,4,"Jan",1,"Tue",FALSE,23,"Night",1,20,NA,NA,NA,NA,"Very Slow",251.559176404465,327.026929325804,23.0769230769231,8.5,20,61,72,30,NA,72,"Mid","Average"
"ORD000029","DP0498",24,3.8,13.128589,77.711073,13.165437,77.531784,4-01-20,01:36:00,01:42:00,"clear","medium","bike",NA,19.8411642556712,4,"Jan",1,"Tue",FALSE,1,"Late Night",2,20,NA,NA,NA,NA,"Very Slow",168.649896173206,219.244865025167,23.0769230769231,8.5,50,41,76,32,NA,76,"Junior","Average"
"ORD000030","DP0284",24,4.8,13.148469,77.70442,12.807573,77.552471,4-01-20,03:13:00,03:16:00,"foggy","medium","bike",NA,41.3271377054863,4,"Jan",1,"Tue",FALSE,3,"Late Night",2,50,NA,NA,NA,NA,"Very Slow",351.280670496633,456.664871645623,23.0769230769231,8.5,50,85,96,41,NA,96,"Junior","Excellent"
"ORD000031","DP0466",30,3.1,13.087078,77.538859,13.199919,77.717335,4-01-20,04:39:00,04:43:00,"rainy","medium","bike",NA,23.0417026311537,4,"Jan",1,"Tue",FALSE,4,"Late Night",2,80,NA,NA,NA,NA,"Very Slow",195.854472364806,254.610814074248,23.0769230769231,8.5,50,47,62,37,NA,62,"Mid","Average"
"ORD000032","DP0240",29,4.3,12.853032,77.677494,12.844876,77.562433,5-01-20,05:37:00,05:41:00,"cloudy","low","bicycle",NA,12.5067535158971,5,"Jan",1,"Thu",FALSE,5,"Late Night",1,50,NA,NA,NA,NA,"Very Slow",106.307404885125,138.199626350663,23.0769230769231,8.5,20,26,86,17,NA,86,"Mid","Good"
"ORD000033","DP0470",39,3,12.936856,77.557765,13.123954,77.552601,5-01-20,06:26:00,06:34:00,"clear","medium","bike",NA,20.8118684346718,5,"Jan",1,"Thu",FALSE,6,"Morning",2,20,NA,NA,NA,NA,"Very Slow",176.900881694711,229.971146203124,23.0769230769231,8.5,50,43,60,36,NA,60,"Senior","Average"
"ORD000034","DP0306",29,3.6,12.85302,77.599168,12.968218,77.629083,5-01-20,06:46:00,06:48:00,"clear","low","bike",NA,13.2134064779481,5,"Jan",1,"Thu",FALSE,6,"Morning",1,20,NA,NA,NA,NA,"Very Slow",112.313955062559,146.008141581327,23.0769230769231,8.5,20,27,72,20,NA,72,"Mid","Average"
"ORD000035","DP0233",27,4.6,13.053073,77.629273,13.110956,77.64566,5-01-20,07:57:00,07:59:00,"rainy","high","bike",NA,6.6765288136143,5,"Jan",1,"Thu",FALSE,7,"Morning",3,80,NA,NA,NA,NA,"Very Slow",56.7504949157215,73.775643390438,23.0769230769231,8.5,80,14,92,30,NA,92,"Mid","Excellent"
"ORD000036","DP0115",30,3.3,13.075494,77.734668,13.061236,77.475244,5-01-20,11:34:00,11:39:00,"cloudy","medium","bike",NA,28.1442215312336,5,"Jan",1,"Thu",FALSE,11,"Morning",2,50,NA,NA,NA,NA,"Very Slow",239.225883015486,310.993647920132,23.0769230769231,8.5,50,58,66,39,NA,66,"Mid","Average"
"ORD000037","DP0353",26,4.1,13.048162,77.537487,12.849389,77.739227,5-01-20,18:39:00,18:43:00,"clear","medium","scooter",NA,31.0881041634243,5,"Jan",1,"Thu",FALSE,18,"Evening",2,20,NA,NA,NA,NA,"Very Slow",264.248885389106,343.523551005838,23.0769230769231,8.5,50,64,82,38,NA,82,"Mid","Good"
"ORD000038","DP0136",24,4.1,13.031782,77.735715,13.177664,77.769783,5-01-20,20:26:00,20:34:00,"other","high","scooter",NA,16.6356385096721,5,"Jan",1,"Thu",FALSE,20,"Evening",3,20,NA,NA,NA,NA,"Very Slow",141.402927332213,183.823805531877,23.0769230769231,8.5,80,34,82,38,NA,82,"Junior","Good"
"ORD000039","DP0332",25,3.3,13.128519,77.461287,13.199906,77.685868,6-01-20,06:18:00,06:21:00,"rainy","high","bike",NA,25.5788782026164,6,"Jan",1,"Fri",FALSE,6,"Morning",3,80,NA,NA,NA,NA,"Very Slow",217.42046472224,282.646604138912,23.0769230769231,8.5,80,52,66,46,NA,66,"Mid","Average"
"ORD000040","DP0163",27,3.9,13.092511,77.592334,12.834279,77.686588,6-01-20,06:46:00,06:51:00,"clear","medium","scooter",NA,30.4764386708593,6,"Jan",1,"Fri",FALSE,6,"Morning",2,20,NA,NA,NA,NA,"Very Slow",259.049728702304,336.764647312995,23.0769230769231,8.5,50,62,78,38,NA,78,"Mid","Average"
"ORD000041","DP0339",28,4.6,12.990776,77.477582,12.827779,77.625922,6-01-20,06:47:00,06:53:00,"clear","medium","scooter",NA,24.2278611376393,6,"Jan",1,"Fri",FALSE,6,"Morning",2,20,NA,NA,NA,NA,"Very Slow",205.936819669934,267.717865570914,23.0769230769231,8.5,50,50,92,32,NA,92,"Mid","Excellent"
"ORD000042","DP0270",24,3.8,12.935378,77.686589,12.819296,77.501347,6-01-20,18:00:00,18:05:00,"clear","high","scooter",NA,23.8707452909935,6,"Jan",1,"Fri",FALSE,18,"Evening",3,20,NA,NA,NA,NA,"Very Slow",202.901334973445,263.771735465479,23.0769230769231,8.5,80,49,76,44,NA,76,"Junior","Average"
"ORD000043","DP0314",32,3.3,13.104531,77.472458,12.877875,77.609659,6-01-20,18:51:00,18:59:00,"rainy","medium","bike",NA,29.2604837528946,6,"Jan",1,"Fri",FALSE,18,"Evening",2,80,NA,NA,NA,NA,"Very Slow",248.714111899604,323.328345469486,23.0769230769231,8.5,50,60,66,40,NA,66,"Mid","Average"
"ORD000044","DP0157",19,4.9,13.146806,77.690499,12.912233,77.602028,6-01-20,21:15:00,21:22:00,"cloudy","low","scooter",NA,27.788444879341,6,"Jan",1,"Fri",FALSE,21,"Night",1,50,NA,NA,NA,NA,"Very Slow",236.201781474399,307.062315916718,23.0769230769231,8.5,20,57,98,23,NA,98,"Junior","Excellent"
"ORD000045","DP0159",28,4.2,13.104518,77.517801,12.886028,77.669424,6-01-20,22:23:00,22:27:00,"rainy","medium","bike",NA,29.3278332480793,6,"Jan",1,"Fri",FALSE,22,"Night",2,80,NA,NA,NA,NA,"Very Slow",249.286582608674,324.072557391276,23.0769230769231,8.5,50,60,84,36,NA,84,"Mid","Good"
"ORD000046","DP0344",30,4.3,13.049171,77.674259,13.029536,77.650706,6-01-20,22:40:00,22:44:00,"clear","high","bike",NA,3.35808323910945,6,"Jan",1,"Fri",FALSE,22,"Night",3,20,NA,NA,NA,NA,"Very Slow",28.5437075324304,37.1068197921595,23.0769230769231,8.5,80,7,86,29,NA,86,"Mid","Good"
"ORD000047","DP0240",26,4.1,12.94176,77.655391,13.085688,77.784462,6-01-20,01:01:00,01:08:00,"clear","low","scooter",NA,21.2524372893257,6,"Jan",1,"Fri",FALSE,1,"Late Night",1,20,NA,NA,NA,NA,"Very Slow",180.645716959268,234.839432047049,23.0769230769231,8.5,20,44,82,23,NA,82,"Mid","Good"
"ORD000048","DP0441",24,4.1,12.95153,77.495041,12.935593,77.406961,7-01-20,13:05:00,13:12:00,"clear","high","bike",NA,9.70830114175007,7,"Jan",1,"Sat",TRUE,13,"Afternoon",3,20,NA,NA,NA,NA,"Very Slow",82.5205597048756,107.276727616338,23.0769230769231,8.5,80,20,82,44,NA,82,"Junior","Good"
"ORD000049","DP0390",28,4.5,13.12871,77.554357,12.808006,77.777843,7-01-20,16:23:00,16:31:00,"rainy","high","bike",NA,43.1060099378819,7,"Jan",1,"Sat",TRUE,16,"Afternoon",3,80,NA,NA,NA,NA,"Very Slow",366.401084471996,476.321409813595,23.0769230769231,8.5,80,88,90,62,NA,90,"Mid","Excellent"
"ORD000050","DP0235",18,4.6,13.049174,77.522545,13.144318,77.667415,7-01-20,19:58:00,20:01:00,"cloudy","high","bike",NA,18.9234303013496,7,"Jan",1,"Sat",TRUE,19,"Evening",3,50,NA,NA,NA,NA,"Very Slow",160.849157561472,209.103904829913,23.0769230769231,8.5,80,39,92,47,NA,92,"Junior","Excellent"
"ORD000051","DP0058",32,4.6,12.924311,77.540078,13.188322,77.412766,7-01-20,20:00:00,20:07:00,"cloudy","low","bike",NA,32.4344247109067,7,"Jan",1,"Sat",TRUE,20,"Evening",1,50,NA,NA,NA,NA,"Very Slow",275.692610042707,358.400393055519,23.0769230769231,8.5,20,66,92,37,NA,92,"Mid","Excellent"
"ORD000052","DP0195",29,3.7,13.115045,77.565626,12.809163,77.789939,7-01-20,20:36:00,20:41:00,"clear","high","scooter",NA,41.8052109356683,7,"Jan",1,"Sat",TRUE,20,"Evening",3,20,NA,NA,NA,NA,"Very Slow",355.344292953181,461.947580839135,23.0769230769231,8.5,80,86,74,65,NA,74,"Mid","Average"
"ORD000053","DP0490",19,3.7,12.892016,77.502019,13.022743,77.693511,7-01-20,23:54:00,00:01:00,"rainy","medium","scooter",NA,25.3356328091617,7,"Jan",1,"Sat",TRUE,23,"Night",2,80,NA,NA,NA,NA,"Very Slow",215.352878877875,279.958742541237,23.0769230769231,8.5,50,52,74,46,NA,74,"Junior","Average"
"ORD000054","DP0341",18,3.4,12.906698,77.724323,13.099211,77.451869,7-01-20,04:02:00,04:09:00,"clear","medium","bike",NA,36.4635202069821,7,"Jan",1,"Sat",TRUE,4,"Late Night",2,20,NA,NA,NA,NA,"Very Slow",309.939921759348,402.921898287152,23.0769230769231,8.5,50,75,68,54,NA,68,"Junior","Average"
"ORD000055","DP0064",30,4.1,13.055991,77.527057,13.170649,77.545951,7-01-20,04:21:00,04:26:00,"cloudy","medium","bike",NA,12.9125344435108,7,"Jan",1,"Sat",TRUE,4,"Late Night",2,50,NA,NA,NA,NA,"Very Slow",109.756542769841,142.683505600794,23.0769230769231,8.5,50,26,82,36,NA,82,"Mid","Good"
"ORD000056","DP0276",38,4.2,13.118417,77.628319,13.178722,77.741986,8-01-20,09:38:00,09:45:00,"clear","medium","bicycle",NA,14.0159932418739,8,"Jan",1,"Sun",TRUE,9,"Morning",2,20,NA,NA,NA,NA,"Very Slow",119.135942555928,154.876725322707,23.0769230769231,8.5,50,29,84,37,NA,84,"Senior","Good"
"ORD000057","DP0061",28,4.1,12.972795,77.466492,12.854142,77.575872,8-01-20,10:32:00,10:37:00,"clear","medium","bicycle",NA,17.7372453923246,8,"Jan",1,"Sun",TRUE,10,"Morning",2,20,NA,NA,NA,NA,"Very Slow",150.766585834759,195.996561585187,23.0769230769231,8.5,50,36,82,39,NA,82,"Mid","Good"
"ORD000058","DP0215",25,4.1,13.141404,77.523614,13.021029,77.774938,8-01-20,10:57:00,11:02:00,"clear","low","scooter",NA,30.3336470188736,8,"Jan",1,"Sun",TRUE,10,"Morning",1,20,NA,NA,NA,NA,"Very Slow",257.835999660426,335.186799558553,23.0769230769231,8.5,20,62,82,38,NA,82,"Mid","Good"
"ORD000059","DP0156",42,3.4,12.966762,77.653159,12.998849,77.489196,8-01-20,13:27:00,13:31:00,"cloudy","low","scooter",NA,18.1205328861966,8,"Jan",1,"Sun",TRUE,13,"Afternoon",1,50,NA,NA,NA,NA,"Very Slow",154.024529532671,200.231888392473,23.0769230769231,8.5,20,37,68,34,NA,68,"Senior","Average"
"ORD000060","DP0147",35,4.2,12.961737,77.565361,13.151344,77.645243,8-01-20,14:15:00,14:19:00,"cloudy","low","bike",NA,22.7898800983531,8,"Jan",1,"Sun",TRUE,14,"Afternoon",1,50,NA,NA,NA,NA,"Very Slow",193.713980836002,251.828175086802,23.0769230769231,8.5,20,47,84,33,NA,84,"Senior","Good"
"ORD000061","DP0130",20,4.6,13.009523,77.50865,13.181698,77.46468,8-01-20,14:55:00,15:02:00,"clear","gridlock","scooter",NA,19.7283544807804,8,"Jan",1,"Sun",TRUE,14,"Afternoon",2,20,NA,NA,NA,NA,"Very Slow",167.691013086634,217.998317012624,23.0769230769231,8.5,20,40,92,30,NA,92,"Junior","Excellent"
"ORD000062","DP0430",18,5,13.055751,77.649405,12.816954,77.475957,8-01-20,17:02:00,17:04:00,"clear","medium","bike",NA,32.5329131352715,8,"Jan",1,"Sun",TRUE,17,"Evening",2,20,NA,NA,NA,NA,"Very Slow",276.529761649808,359.48869014475,23.0769230769231,8.5,50,67,100,45,NA,100,"Junior","Excellent"
"ORD000063","DP0117",35,4.8,13.089702,77.742817,12.922694,77.510745,8-01-20,18:23:00,18:31:00,"clear","high","bike",NA,31.2576711150805,8,"Jan",1,"Sun",TRUE,18,"Evening",3,20,NA,NA,NA,NA,"Very Slow",265.690204478184,345.397265821639,23.0769230769231,8.5,80,64,96,54,NA,96,"Senior","Excellent"
"ORD000064","DP0340",33,4.7,12.994859,77.686303,12.847596,77.615901,8-01-20,21:55:00,22:02:00,"clear","high","scooter",NA,18.0653253670276,8,"Jan",1,"Sun",TRUE,21,"Night",3,20,NA,NA,NA,NA,"Very Slow",153.555265619734,199.621845305655,23.0769230769231,8.5,80,37,94,46,NA,94,"Mid","Excellent"
"ORD000065","DP0151",33,3.9,12.999516,77.510794,13.074218,77.552518,8-01-20,23:39:00,23:43:00,"clear","low","scooter",NA,9.45660041963032,8,"Jan",1,"Sun",TRUE,23,"Night",1,20,NA,NA,NA,NA,"Very Slow",80.3811035668577,104.495434636915,23.0769230769231,8.5,20,19,78,26,NA,78,"Mid","Average"
"ORD000066","DP0250",34,3.7,12.958725,77.645089,13.023529,77.619522,8-01-20,03:28:00,03:36:00,"foggy","high","bike",NA,7.72000075279435,8,"Jan",1,"Sun",TRUE,3,"Late Night",3,50,NA,NA,NA,NA,"Very Slow",65.620006398752,85.3060083183776,23.0769230769231,8.5,80,16,74,44,NA,74,"Mid","Average"
"ORD000067","DP0180",28,3.1,12.905801,77.684775,13.106278,77.71658,8-01-20,05:27:00,05:31:00,"other","medium","scooter",NA,22.556775400702,8,"Jan",1,"Sun",TRUE,5,"Late Night",2,20,NA,NA,NA,NA,"Very Slow",191.732590905967,249.252368177757,23.0769230769231,8.5,50,46,62,46,NA,62,"Mid","Average"
"ORD000068","DP0444",21,3.8,12.951824,77.666138,13.012985,77.572213,9-01-20,08:11:00,08:17:00,"clear","gridlock","bicycle",NA,12.2402053647251,9,"Jan",1,"Tue",FALSE,8,"Morning",2,20,NA,NA,NA,NA,"Very Slow",104.041745600164,135.254269280213,23.0769230769231,8.5,20,25,76,18,NA,76,"Junior","Average"
"ORD000069","DP0335",28,3.9,13.034883,77.471137,13.072982,77.709745,9-01-20,14:25:00,14:31:00,"clear","high","bike",NA,26.1912440314129,9,"Jan",1,"Tue",FALSE,14,"Afternoon",3,20,NA,NA,NA,NA,"Very Slow",222.62557426701,289.413246547113,23.0769230769231,8.5,80,54,78,45,NA,78,"Mid","Average"
"ORD000070","DP0013",22,3.1,12.948963,77.454105,13.168548,77.471098,9-01-20,19:28:00,19:33:00,"cloudy","gridlock","bike",NA,24.4860195562644,9,"Jan",1,"Tue",FALSE,19,"Evening",2,50,NA,NA,NA,NA,"Very Slow",208.131166228248,270.570516096722,23.0769230769231,8.5,20,50,62,29,NA,62,"Junior","Average"
"ORD000071","DP0116",30,3.7,13.038283,77.733503,13.015475,77.453372,9-01-20,20:49:00,20:54:00,"clear","low","bike",NA,30.4532907878554,9,"Jan",1,"Tue",FALSE,20,"Evening",1,20,NA,NA,NA,NA,"Very Slow",258.852971696771,336.508863205802,23.0769230769231,8.5,20,62,74,30,NA,74,"Mid","Average"
"ORD000072","DP0004",36,4.9,13.076404,77.740787,13.086683,77.524585,9-01-20,21:13:00,21:16:00,"clear","low","bike",NA,23.4445640710321,9,"Jan",1,"Tue",FALSE,21,"Night",1,20,NA,NA,NA,NA,"Very Slow",199.278794603773,259.062432984905,23.0769230769231,8.5,20,48,98,21,NA,98,"Senior","Excellent"
"ORD000073","DP0045",24,4.8,13.059436,77.690382,13.076305,77.630968,9-01-20,21:32:00,21:35:00,"clear","high","scooter",NA,6.70323682202255,9,"Jan",1,"Tue",FALSE,21,"Night",3,20,NA,NA,NA,NA,"Very Slow",56.9775129871917,74.0707668833492,23.0769230769231,8.5,80,14,96,29,NA,96,"Junior","Excellent"
"ORD000074","DP0421",29,4.6,13.01414,77.53111,12.854092,77.546145,9-01-20,21:49:00,21:54:00,"cloudy","medium","bike",NA,17.8709614125923,9,"Jan",1,"Tue",FALSE,21,"Night",2,50,NA,NA,NA,NA,"Very Slow",151.903172007035,197.474123609145,23.0769230769231,8.5,50,37,92,28,NA,92,"Mid","Excellent"
"ORD000075","DP0121",21,4.7,12.908186,77.553567,13.144419,77.780392,9-01-20,22:09:00,22:17:00,"clear","medium","bike",NA,35.9697390347654,9,"Jan",1,"Tue",FALSE,22,"Night",2,20,NA,NA,NA,NA,"Very Slow",305.742781795506,397.465616334158,23.0769230769231,8.5,50,74,94,38,NA,94,"Junior","Excellent"
"ORD000076","DP0037",26,3.3,13.098424,77.616294,13.131795,77.627673,9-01-20,23:32:00,23:38:00,"clear","low","bike",NA,3.909950443613,9,"Jan",1,"Tue",FALSE,23,"Night",1,20,NA,NA,NA,NA,"Very Slow",33.2345787707105,43.2049524019237,23.0769230769231,8.5,20,8,66,15,NA,66,"Mid","Average"
